nombre_torneo,nombre_especialidad,nombre_deportista,intento,marca,posicion
Torneo de Argentina,carrera 100 m,Justin GATLIN,1,9772,1
Torneo de Argentina,carrera 100 m,Blessing OKAGBARE,1,9796,2
Torneo de Argentina,carrera 100 m,Murielle AHOURÉ,1,9813,3
Torneo de Argentina,carrera 10000 m,Netsanet GUDETA,1,1609354,1
Torneo de Argentina,carrera 10000 m,Solomon BERIHU,1,1616064,2
Torneo de Argentina,carrera 10000 m,Girmawit GEBRZIHAIR,1,1623399,3
Torneo de Argentina,carrera 110 m con vallas,Omar MCLEOD,1,12113,1
Torneo de Argentina,carrera 110 m con vallas,Milan TRAJKOVIC,1,12140,2
Torneo de Argentina,carrera 110 m con vallas,Eduardo RODRIGUES,1,12142,3
Torneo de Argentina,carrera 1500 m,Sarah MCDONALD,1,209340,1
Torneo de Argentina,carrera 1500 m,Jake WIGHTMAN,1,210380,2
Torneo de Argentina,carrera 1500 m,Gabriela DEBUES-STAFFORD,1,213581,3
Torneo de Argentina,carrera 200 m,Bernardo BALOYES,1,19537,1
Torneo de Argentina,carrera 200 m,ShaCarri RICHARDSON,1,19598,2
Torneo de Argentina,carrera 200 m,Elaine THOMPSON,1,19680,3
Torneo de Argentina,carrera 21000 m,Dorcas Jepchirchir TUITOEK,1,3483399,1
Torneo de Argentina,carrera 21000 m,Vivian J. CHERUIYOT,1,3489703,2
Torneo de Argentina,carrera 21000 m,Netsanet GUDETA,1,3490512,3
Torneo de Argentina,carrera 3000 m con vallas,Takele NIGATE,1,481175,1
Torneo de Argentina,carrera 3000 m con vallas,Albert CHEMUTAI,1,483142,2
Torneo de Argentina,carrera 3000 m con vallas,Norah JERUTO,1,483359,3
Torneo de Argentina,carrera 400 m,Justyna ŚWIĘTY-ERSETIC,1,43454,1
Torneo de Argentina,carrera 400 m,Anastasia LE-ROY,1,43491,2
Torneo de Argentina,carrera 400 m,Galefele MOROKO,1,43519,3
Torneo de Argentina,carrera 400 m con vallas,Lindsay HANEKOM,1,46127,1
Torneo de Argentina,carrera 400 m con vallas,Shamier LITTLE,1,46246,2
Torneo de Argentina,carrera 400 m con vallas,Rushell CLAYTON,1,46488,3
Torneo de Argentina,carrera 42000 m,Roza DEREJE,1,7339565,1
Torneo de Argentina,carrera 42000 m,Philemon RONO,1,7404805,2
Torneo de Argentina,carrera 42000 m,Kinde ATANAW,1,7406879,3
Torneo de Argentina,carrera 5000 m,Jakob INGEBRIGTSEN,1,772184,1
Torneo de Argentina,carrera 5000 m,Telahun Haile BEKELE,1,777147,2
Torneo de Argentina,carrera 5000 m,Caroline Chepkoech KIPKIRUI,1,777974,3
Torneo de Argentina,carrera 800 m,Alfred KIPKETER,1,101945,1
Torneo de Argentina,carrera 800 m,Abubaker Haydar ABDALLA,1,102030,2
Torneo de Argentina,carrera 800 m,Olha LYAKHOVA,1,102188,3
Torneo de Argentina,lanzamiento de bala,Jessica RAMSEY,4,2519,1
Torneo de Argentina,lanzamiento de bala,Eldred HENRY,3,2519,2
Torneo de Argentina,lanzamiento de bala,Armin SINANČEVIĆ,6,2518,3
Torneo de Argentina,lanzamiento de disco,Kristin PUDENZ,8,7905,1
Torneo de Argentina,lanzamiento de disco,Reggie JAGERS III,3,7905,2
Torneo de Argentina,lanzamiento de disco,Robert URBANEK,3,7898,3
Torneo de Argentina,lanzamiento de jabalina,Alexie ALAÏS,3,9962,1
Torneo de Argentina,lanzamiento de jabalina,Oliver HELANDER,5,9927,2
Torneo de Argentina,lanzamiento de jabalina,Huihui LYU,5,9914,3
Torneo de Argentina,lanzamiento de martillo,Bence HALÁSZ,9,8991,1
Torneo de Argentina,lanzamiento de martillo,Wojciech NOWICKI,8,8962,2
Torneo de Argentina,lanzamiento de martillo,Serhiy REHEDA,5,8956,3
Torneo de Argentina,salto con pertiga,Andrew IRWIN,8,667,1
Torneo de Argentina,salto con pertiga,Ernest John OBIENA,7,667,2
Torneo de Argentina,salto con pertiga,Olivia GRUVER,4,666,3
Torneo de Argentina,salto de altura,Ilya IVANYUK,7,261,1
Torneo de Argentina,salto de altura,Michael MASON,1,261,2
Torneo de Argentina,salto de altura,Vashti CUNNINGHAM,6,259,3
Torneo de Argentina,salto largo,Maykel MASSÓ,6,956,1
Torneo de Argentina,salto largo,Jianan WANG,4,954,2
Torneo de Argentina,salto largo,Zarck VISSER,9,952,3
Torneo de Argentina,salto triple,Pedro Pablo PICHARDO,7,1993,1
Torneo de Argentina,salto triple,Kristin GIERISCH,8,1990,2
Torneo de Argentina,salto triple,Almir DOS SANTOS,8,1990,3
Torneo de Armenia,carrera 100 m,Cravon GILLESPIE,1,9845,1
Torneo de Armenia,carrera 100 m,ShaCarri RICHARDSON,1,9851,2
Torneo de Armenia,carrera 100 m,Justin GATLIN,1,9866,3
Torneo de Armenia,carrera 10000 m,Agnes Jebet TIROP,1,1610776,1
Torneo de Armenia,carrera 10000 m,Tsehay GEMECHU,1,1611295,2
Torneo de Armenia,carrera 10000 m,Tsigie GEBRESELAMA,1,1611895,3
Torneo de Armenia,carrera 110 m con vallas,Pascal MARTINOT-LAGARDE,1,12143,1
Torneo de Armenia,carrera 110 m con vallas,Queen CLAYE,1,12157,2
Torneo de Armenia,carrera 110 m con vallas,Shunya TAKAYAMA,1,12166,3
Torneo de Armenia,carrera 1500 m,Josh KERR,1,208938,1
Torneo de Armenia,carrera 1500 m,Elijah Motonei MANANGOI,1,208951,2
Torneo de Armenia,carrera 1500 m,Jakob INGEBRIGTSEN,1,209281,3
Torneo de Armenia,carrera 200 m,Amy HUNT,1,19571,1
Torneo de Armenia,carrera 200 m,Andrew HUDSON,1,19584,2
Torneo de Armenia,carrera 200 m,Aaron BROWN,1,19617,3
Torneo de Armenia,carrera 21000 m,Sifan HASSAN,1,3486741,1
Torneo de Armenia,carrera 21000 m,Alemu MEGERTU,1,3489744,2
Torneo de Armenia,carrera 21000 m,Benard KIMELI,1,3497462,3
Torneo de Armenia,carrera 3000 m con vallas,Albert CHEMUTAI,1,481195,1
Torneo de Armenia,carrera 3000 m con vallas,Leonard Kipkemoi BETT,1,483182,2
Torneo de Armenia,carrera 3000 m con vallas,Celliphine Chepteek CHESPOL,1,483590,3
Torneo de Armenia,carrera 400 m,Michael CHERRY,1,43586,1
Torneo de Armenia,carrera 400 m,Kirani JAMES,1,43861,2
Torneo de Armenia,carrera 400 m,Trevor STEWART,1,43904,3
Torneo de Armenia,carrera 400 m con vallas,Aminat JAMAL,1,46179,1
Torneo de Armenia,carrera 400 m con vallas,Norman GRIMES,1,46267,2
Torneo de Armenia,carrera 400 m con vallas,Patryk DOBEK,1,46350,3
Torneo de Armenia,carrera 42000 m,Getaneh MOLLA,1,7315582,1
Torneo de Armenia,carrera 42000 m,Ruth CHEPNGETICH,1,7349334,2
Torneo de Armenia,carrera 42000 m,Birhane DIBABA,1,7350128,3
Torneo de Armenia,carrera 5000 m,Joshua CHEPTEGEI,1,772823,1
Torneo de Armenia,carrera 5000 m,Jakob INGEBRIGTSEN,1,773980,2
Torneo de Armenia,carrera 5000 m,Agnes Jebet TIROP,1,782410,3
Torneo de Armenia,carrera 800 m,Alfred KIPKETER,1,103720,1
Torneo de Armenia,carrera 800 m,Emmanuel Kipkurui KORIR,1,103828,2
Torneo de Armenia,carrera 800 m,Amel TUKA,1,103894,3
Torneo de Armenia,lanzamiento de bala,Anita MÁRTON,4,2520,1
Torneo de Armenia,lanzamiento de bala,Jessica RAMSEY,5,2508,2
Torneo de Armenia,lanzamiento de bala,Darrell HILL,7,2502,3
Torneo de Armenia,lanzamiento de disco,Alin Alexandru FIRFIRICA,2,7900,1
Torneo de Armenia,lanzamiento de disco,Daniel STÅHL,10,7893,2
Torneo de Armenia,lanzamiento de disco,Laulauga TAUSAGA,5,7886,3
Torneo de Armenia,lanzamiento de jabalina,Magnus KIRT,7,9861,1
Torneo de Armenia,lanzamiento de jabalina,Kelsey-Lee BARBER,4,9836,2
Torneo de Armenia,lanzamiento de jabalina,Sara KOLAK,3,9822,3
Torneo de Armenia,lanzamiento de martillo,Javier CIENFUEGOS,5,8976,1
Torneo de Armenia,lanzamiento de martillo,Alexandra TAVERNIER,10,8964,2
Torneo de Armenia,lanzamiento de martillo,Na LUO,2,8963,3
Torneo de Armenia,salto con pertiga,Andrew IRWIN,8,667,1
Torneo de Armenia,salto con pertiga,Torben BLECH,9,663,2
Torneo de Armenia,salto con pertiga,Piotr LISEK,5,662,3
Torneo de Armenia,salto de altura,Yaroslava MAHUCHIKH,6,261,1
Torneo de Armenia,salto de altura,Django LOVETT,1,261,2
Torneo de Armenia,salto de altura,Ella JUNNILA,5,260,3
Torneo de Armenia,salto largo,JuVaughn HARRISON,4,952,1
Torneo de Armenia,salto largo,Chantel MALONE,8,951,2
Torneo de Armenia,salto largo,Steffin MCCARTER,5,951,3
Torneo de Armenia,salto triple,Andy DÍAZ,6,1977,1
Torneo de Armenia,salto triple,Paraskevi PAPACHRISTOU,9,1974,2
Torneo de Armenia,salto triple,Benjamin WILLIAMS,10,1972,3
Torneo de Australia,carrera 100 m,Arthur CISSÉ,1,9762,1
Torneo de Australia,carrera 100 m,Aleia HOBBS,1,9766,2
Torneo de Australia,carrera 100 m,Dina ASHER-SMITH,1,9815,3
Torneo de Australia,carrera 10000 m,Zeineba YIMER,1,1610215,1
Torneo de Australia,carrera 10000 m,Rhonex KIPRUTO,1,1610354,2
Torneo de Australia,carrera 10000 m,Jemal Yimer MEKONNEN,1,1610950,3
Torneo de Australia,carrera 110 m con vallas,Britany ANDERSON,1,12109,1
Torneo de Australia,carrera 110 m con vallas,Wenjun XIE,1,12148,2
Torneo de Australia,carrera 110 m con vallas,Sally PEARSON,1,12157,3
Torneo de Australia,carrera 1500 m,George Meitamei MANANGOI,1,208983,1
Torneo de Australia,carrera 1500 m,Stewart MCSWEYN,1,209634,2
Torneo de Australia,carrera 1500 m,Vincent KIBET,1,209818,3
Torneo de Australia,carrera 200 m,Anglerne ANNELUS,1,19510,1
Torneo de Australia,carrera 200 m,Miguel FRANCIS,1,19544,2
Torneo de Australia,carrera 200 m,Dezerea BRYANT,1,19548,3
Torneo de Australia,carrera 21000 m,Degitu AZIMERAW,1,3490615,1
Torneo de Australia,carrera 21000 m,Tsehay GEMECHU,1,3494653,2
Torneo de Australia,carrera 21000 m,Roza DEREJE,1,3495875,3
Torneo de Australia,carrera 3000 m con vallas,Barnabas KIPYEGO,1,481256,1
Torneo de Australia,carrera 3000 m con vallas,Norah JERUTO,1,481384,2
Torneo de Australia,carrera 3000 m con vallas,Lawrence Kemboi KIPSANG,1,482211,3
Torneo de Australia,carrera 400 m,Christine BOTLOGETSWE,1,43471,1
Torneo de Australia,carrera 400 m,Fred KERLEY,1,43568,2
Torneo de Australia,carrera 400 m,Vernon NORWOOD,1,43646,3
Torneo de Australia,carrera 400 m con vallas,Sydney MCLAUGHLIN,1,46169,1
Torneo de Australia,carrera 400 m con vallas,Nikita TRACEY,1,46233,2
Torneo de Australia,carrera 400 m con vallas,Amere LATTIN,1,46260,3
Torneo de Australia,carrera 42000 m,Azmera ABREHA,1,7337854,1
Torneo de Australia,carrera 42000 m,Philemon RONO,1,7405082,2
Torneo de Australia,carrera 42000 m,Kinde ATANAW,1,7431841,3
Torneo de Australia,carrera 5000 m,Sifan HASSAN,1,772098,1
Torneo de Australia,carrera 5000 m,Edward Zakayo PINGUA,1,773465,2
Torneo de Australia,carrera 5000 m,Agnes Jebet TIROP,1,777764,3
Torneo de Australia,carrera 800 m,Nelly JEPKOSGEI,1,102150,1
Torneo de Australia,carrera 800 m,Francine NIYONSABA,1,102243,2
Torneo de Australia,carrera 800 m,Jonathan KITILIT,1,102281,3
Torneo de Australia,lanzamiento de bala,Anna AVDEYEVA,5,2509,1
Torneo de Australia,lanzamiento de bala,Jonathan JONES,10,2499,2
Torneo de Australia,lanzamiento de bala,Orazio CREMONA,10,2493,3
Torneo de Australia,lanzamiento de disco,Daniel STÅHL,7,7899,1
Torneo de Australia,lanzamiento de disco,Fedrick DACRES,6,7892,2
Torneo de Australia,lanzamiento de disco,Mélina ROBERT-MICHON,4,7886,3
Torneo de Australia,lanzamiento de jabalina,Annika Marie FUCHS,6,9952,1
Torneo de Australia,lanzamiento de jabalina,Arshad NADEEM,1,9943,2
Torneo de Australia,lanzamiento de jabalina,Marcin KRUKOWSKI,1,9934,3
Torneo de Australia,lanzamiento de martillo,Serhiy PEREVOZNIKOV,10,8992,1
Torneo de Australia,lanzamiento de martillo,Özkan BALTACI,5,8980,2
Torneo de Australia,lanzamiento de martillo,Wojciech NOWICKI,1,8978,3
Torneo de Australia,salto con pertiga,Katie NAGEOTTE,3,667,1
Torneo de Australia,salto con pertiga,Armand DUPLANTIS,10,663,2
Torneo de Australia,salto con pertiga,Ernest John OBIENA,10,662,3
Torneo de Australia,salto de altura,Yuliya LEVCHENKO,7,261,1
Torneo de Australia,salto de altura,Nafissatou THIAM,7,261,2
Torneo de Australia,salto de altura,Tihomir IVANOV,4,261,3
Torneo de Australia,salto largo,Thobias MONTLER,4,955,1
Torneo de Australia,salto largo,Luvo MANYONGA,7,954,2
Torneo de Australia,salto largo,Chantel MALONE,6,953,3
Torneo de Australia,salto triple,Kimberly WILLIAMS,9,1980,1
Torneo de Australia,salto triple,Benjamin WILLIAMS,8,1980,2
Torneo de Australia,salto triple,Cristian NÁPOLES,2,1980,3
Torneo de Austria,carrera 100 m,Abdul Hakim SANI BROWN,1,9828,1
Torneo de Austria,carrera 100 m,Jonielle SMITH,1,9829,2
Torneo de Austria,carrera 100 m,Tynia GAITHER,1,9864,3
Torneo de Austria,carrera 10000 m,Tsehay GEMECHU,1,1610784,1
Torneo de Austria,carrera 10000 m,Stephanie TWELL,1,1611040,2
Torneo de Austria,carrera 10000 m,Tamirat TOLA,1,1618116,3
Torneo de Austria,carrera 110 m con vallas,Anna COCKRELL,1,12131,1
Torneo de Austria,carrera 110 m con vallas,Nia ALI,1,12160,2
Torneo de Austria,carrera 110 m con vallas,Andrea Carolina VARGAS,1,12174,3
Torneo de Austria,carrera 1500 m,Charlie DAVALL GRICE,1,210026,1
Torneo de Austria,carrera 1500 m,Laura MUIR,1,210797,2
Torneo de Austria,carrera 1500 m,George Meitamei MANANGOI,1,211020,3
Torneo de Austria,carrera 200 m,Kenneth BEDNAREK,1,19550,1
Torneo de Austria,carrera 200 m,Teahna DANIELS,1,19584,2
Torneo de Austria,carrera 200 m,Mario BURKE,1,19619,3
Torneo de Austria,carrera 21000 m,Jemal Yimer MEKONNEN,1,3493062,1
Torneo de Austria,carrera 21000 m,Geoffrey KAMWOROR,1,3495115,2
Torneo de Austria,carrera 21000 m,Senbere TEFERI,1,3498108,3
Torneo de Austria,carrera 3000 m con vallas,Zita KÁCSER,1,481439,1
Torneo de Austria,carrera 3000 m con vallas,Mohamed TINDOUFT,1,482566,2
Torneo de Austria,carrera 3000 m con vallas,Chala BEYO,1,482682,3
Torneo de Austria,carrera 400 m,Aminatou SEYNI,1,43840,1
Torneo de Austria,carrera 400 m,Laviai NIELSEN,1,43990,2
Torneo de Austria,carrera 400 m,Rai BENJAMIN,1,44023,3
Torneo de Austria,carrera 400 m con vallas,Amere LATTIN,1,46200,1
Torneo de Austria,carrera 400 m con vallas,Janieve RUSSELL,1,46300,2
Torneo de Austria,carrera 400 m con vallas,Rushell CLAYTON,1,46321,3
Torneo de Austria,carrera 42000 m,Azmera GEBRU,1,7310029,1
Torneo de Austria,carrera 42000 m,Kaan Kigen ÖZBILEN,1,7318912,2
Torneo de Austria,carrera 42000 m,Mule WASIHUN,1,7325283,3
Torneo de Austria,carrera 5000 m,Paul CHELIMO,1,773335,1
Torneo de Austria,carrera 5000 m,Hellen OBIRI,1,773923,2
Torneo de Austria,carrera 5000 m,Eva CHERONO,1,775496,3
Torneo de Austria,carrera 800 m,Cornelius TUWEI,1,102191,1
Torneo de Austria,carrera 800 m,Bryce HOPPEL,1,102399,2
Torneo de Austria,carrera 800 m,Ajee WILSON,1,102525,3
Torneo de Austria,lanzamiento de bala,Sophie MCKINNA,10,2520,1
Torneo de Austria,lanzamiento de bala,Tim NEDOW,9,2516,2
Torneo de Austria,lanzamiento de bala,Rachel FATHERLY,2,2516,3
Torneo de Austria,lanzamiento de disco,Sandra PERKOVIĆ,4,7889,1
Torneo de Austria,lanzamiento de disco,Piotr MAŁACHOWSKI,7,7881,2
Torneo de Austria,lanzamiento de disco,Mason FINLEY,7,7876,3
Torneo de Austria,lanzamiento de jabalina,Maria ANDREJCZYK,9,9967,1
Torneo de Austria,lanzamiento de jabalina,Jakub VADLEJCH,4,9967,2
Torneo de Austria,lanzamiento de jabalina,Liveta JASIŪNAITĖ,1,9917,3
Torneo de Austria,lanzamiento de martillo,Zheng WANG,5,8939,1
Torneo de Austria,lanzamiento de martillo,Serghei MARGHIEV,10,8939,2
Torneo de Austria,lanzamiento de martillo,Valeriy PRONKIN,4,8889,3
Torneo de Austria,salto con pertiga,Michaela MEIJER,6,667,1
Torneo de Austria,salto con pertiga,Piotr LISEK,5,667,2
Torneo de Austria,salto con pertiga,Andrew IRWIN,3,665,3
Torneo de Austria,salto de altura,Dzmitry NABOKAU,4,261,1
Torneo de Austria,salto de altura,Ella JUNNILA,2,260,2
Torneo de Austria,salto de altura,Ilya IVANYUK,2,259,3
Torneo de Austria,salto largo,Steffin MCCARTER,4,956,1
Torneo de Austria,salto largo,Yelena SOKOLOVA,2,956,2
Torneo de Austria,salto largo,Ese BRUME,3,951,3
Torneo de Austria,salto triple,Will CLAYE,8,1994,1
Torneo de Austria,salto triple,Diana ZAGAINOVA,3,1990,2
Torneo de Austria,salto triple,Kimberly WILLIAMS,6,1987,3
Torneo de Azerbaijan,carrera 100 m,Yohan BLAKE,1,9786,1
Torneo de Azerbaijan,carrera 100 m,Justin GATLIN,1,9806,2
Torneo de Azerbaijan,carrera 100 m,Aaron BROWN,1,9844,3
Torneo de Azerbaijan,carrera 10000 m,Julien WANDERS,1,1610032,1
Torneo de Azerbaijan,carrera 10000 m,Rodgers KWEMOI,1,1612638,2
Torneo de Azerbaijan,carrera 10000 m,Hellen OBIRI,1,1617462,3
Torneo de Azerbaijan,carrera 110 m con vallas,Eduardo RODRIGUES,1,12119,1
Torneo de Azerbaijan,carrera 110 m con vallas,Megan TAPPER,1,12119,2
Torneo de Azerbaijan,carrera 110 m con vallas,Janeek BROWN,1,12137,3
Torneo de Azerbaijan,carrera 1500 m,Gudaf TSEGAY,1,208840,1
Torneo de Azerbaijan,carrera 1500 m,Charlie DAVALL GRICE,1,208955,2
Torneo de Azerbaijan,carrera 1500 m,Vincent KIBET,1,209483,3
Torneo de Azerbaijan,carrera 200 m,Kayla WHITE,1,19503,1
Torneo de Azerbaijan,carrera 200 m,Kenneth BEDNAREK,1,19523,2
Torneo de Azerbaijan,carrera 200 m,ShaCarri RICHARDSON,1,19564,3
Torneo de Azerbaijan,carrera 21000 m,Yalemzerf YEHUALAW,1,3482942,1
Torneo de Azerbaijan,carrera 21000 m,Ruth CHEPNGETICH,1,3487150,2
Torneo de Azerbaijan,carrera 21000 m,Caroline Chepkoech KIPKIRUI,1,3493592,3
Torneo de Azerbaijan,carrera 3000 m con vallas,Norah JERUTO,1,481248,1
Torneo de Azerbaijan,carrera 3000 m con vallas,Hyvin KIYENG,1,481812,2
Torneo de Azerbaijan,carrera 3000 m con vallas,Takele NIGATE,1,482828,3
Torneo de Azerbaijan,carrera 400 m,Galefele MOROKO,1,43491,1
Torneo de Azerbaijan,carrera 400 m,Dalilah MUHAMMAD,1,43778,2
Torneo de Azerbaijan,carrera 400 m,Rai BENJAMIN,1,43783,3
Torneo de Azerbaijan,carrera 400 m con vallas,Zuzana HEJNOVÁ,1,46138,1
Torneo de Azerbaijan,carrera 400 m con vallas,Sokwakhana ZAZINI,1,46151,2
Torneo de Azerbaijan,carrera 400 m con vallas,Kemar MOWATT,1,46492,3
Torneo de Azerbaijan,carrera 42000 m,Roza DEREJE,1,7304491,1
Torneo de Azerbaijan,carrera 42000 m,Ruti AGA,1,7346601,2
Torneo de Azerbaijan,carrera 42000 m,Getaneh MOLLA,1,7422835,3
Torneo de Azerbaijan,carrera 5000 m,Caroline Chepkoech KIPKIRUI,1,773681,1
Torneo de Azerbaijan,carrera 5000 m,Jakob INGEBRIGTSEN,1,775362,2
Torneo de Azerbaijan,carrera 5000 m,Fantu WORKU,1,777532,3
Torneo de Azerbaijan,carrera 800 m,Caster SEMENYA,1,102127,1
Torneo de Azerbaijan,carrera 800 m,Wesley VÁZQUEZ,1,102363,2
Torneo de Azerbaijan,carrera 800 m,Kate GRACE,1,102870,3
Torneo de Azerbaijan,lanzamiento de bala,Dimitriana SURDU,2,2516,1
Torneo de Azerbaijan,lanzamiento de bala,Christina SCHWANITZ,9,2514,2
Torneo de Azerbaijan,lanzamiento de bala,Sophie MCKINNA,7,2513,3
Torneo de Azerbaijan,lanzamiento de disco,David WROBEL,8,7864,1
Torneo de Azerbaijan,lanzamiento de disco,Dani STEVENS,8,7845,2
Torneo de Azerbaijan,lanzamiento de disco,Kelsey CARD,5,7838,3
Torneo de Azerbaijan,lanzamiento de jabalina,Julian WEBER,1,9968,1
Torneo de Azerbaijan,lanzamiento de jabalina,Oliver HELANDER,1,9955,2
Torneo de Azerbaijan,lanzamiento de jabalina,Martina RATEJ,9,9952,3
Torneo de Azerbaijan,lanzamiento de martillo,Zheng WANG,7,8976,1
Torneo de Azerbaijan,lanzamiento de martillo,Iryna KLYMETS,7,8934,2
Torneo de Azerbaijan,lanzamiento de martillo,Laura IGAUNE,10,8920,3
Torneo de Azerbaijan,salto con pertiga,Sandi MORRIS,5,665,1
Torneo de Azerbaijan,salto con pertiga,Valentin LAVILLENIE,7,663,2
Torneo de Azerbaijan,salto con pertiga,Ernest John OBIENA,5,663,3
Torneo de Azerbaijan,salto de altura,Karyna DEMIDIK,4,260,1
Torneo de Azerbaijan,salto de altura,Tihomir IVANOV,9,259,2
Torneo de Azerbaijan,salto de altura,Hamish KERR,7,258,3
Torneo de Azerbaijan,salto largo,Yelena SOKOLOVA,1,956,1
Torneo de Azerbaijan,salto largo,Hibiki TSUHA,4,950,2
Torneo de Azerbaijan,salto largo,Tajay GAYLE,2,950,3
Torneo de Azerbaijan,salto triple,Nadia EKE,1,1995,1
Torneo de Azerbaijan,salto triple,Cristian NÁPOLES,7,1988,2
Torneo de Azerbaijan,salto triple,Darya NIDBAYKINA,2,1988,3
Torneo de Bahamas,carrera 100 m,Twanisha TERRY,1,9780,1
Torneo de Bahamas,carrera 100 m,Yohan BLAKE,1,9818,2
Torneo de Bahamas,carrera 100 m,Elaine THOMPSON,1,9821,3
Torneo de Bahamas,carrera 10000 m,Gete ALEMAYEHU,1,1608532,1
Torneo de Bahamas,carrera 10000 m,Marielle HALL,1,1615211,2
Torneo de Bahamas,carrera 10000 m,Mohammed AHMED,1,1620583,3
Torneo de Bahamas,carrera 110 m con vallas,Omar MCLEOD,1,12122,1
Torneo de Bahamas,carrera 110 m con vallas,Shunya TAKAYAMA,1,12150,2
Torneo de Bahamas,carrera 110 m con vallas,Sally PEARSON,1,12157,3
Torneo de Bahamas,carrera 1500 m,Sifan HASSAN,1,209951,1
Torneo de Bahamas,carrera 1500 m,Charlie DAVALL GRICE,1,210363,2
Torneo de Bahamas,carrera 1500 m,Gabriela DEBUES-STAFFORD,1,210851,3
Torneo de Bahamas,carrera 200 m,Teahna DANIELS,1,19533,1
Torneo de Bahamas,carrera 200 m,Michael NORMAN,1,19574,2
Torneo de Bahamas,carrera 200 m,Kayla WHITE,1,19620,3
Torneo de Bahamas,carrera 21000 m,Fikadu HAFTU,1,3500177,1
Torneo de Bahamas,carrera 21000 m,Abadi HADIS,1,3510204,2
Torneo de Bahamas,carrera 21000 m,Birhane DIBABA,1,3526229,3
Torneo de Bahamas,carrera 3000 m con vallas,Hillary BOR,1,481663,1
Torneo de Bahamas,carrera 3000 m con vallas,Nicholas Kiptanui BETT,1,483632,2
Torneo de Bahamas,carrera 3000 m con vallas,Getnet WALE,1,483707,3
Torneo de Bahamas,carrera 400 m,Kendall ELLIS,1,43528,1
Torneo de Bahamas,carrera 400 m,Salwa Eid NASER,1,43710,2
Torneo de Bahamas,carrera 400 m,Galefele MOROKO,1,43813,3
Torneo de Bahamas,carrera 400 m con vallas,Kemar MOWATT,1,46099,1
Torneo de Bahamas,carrera 400 m con vallas,Sage WATSON,1,46316,2
Torneo de Bahamas,carrera 400 m con vallas,Alison DOS SANTOS,1,46383,3
Torneo de Bahamas,carrera 42000 m,Mule WASIHUN,1,7335351,1
Torneo de Bahamas,carrera 42000 m,Emmanuel SAINA,1,7337719,2
Torneo de Bahamas,carrera 42000 m,Kinde ATANAW,1,7348472,3
Torneo de Bahamas,carrera 5000 m,Konstanze KLOSTERHALFEN,1,773254,1
Torneo de Bahamas,carrera 5000 m,Eva CHERONO,1,773556,2
Torneo de Bahamas,carrera 5000 m,Hawi FEYSA,1,774252,3
Torneo de Bahamas,carrera 800 m,Natoya GOULE,1,101941,1
Torneo de Bahamas,carrera 800 m,Collins KIPRUTO,1,101989,2
Torneo de Bahamas,carrera 800 m,Ajee WILSON,1,102123,3
Torneo de Bahamas,lanzamiento de bala,Jordan GEIST,9,2514,1
Torneo de Bahamas,lanzamiento de bala,Payton OTTERDAHL,6,2510,2
Torneo de Bahamas,lanzamiento de bala,Fanny ROOS,7,2505,3
Torneo de Bahamas,lanzamiento de disco,Ola STUNES ISENE,3,7892,1
Torneo de Bahamas,lanzamiento de disco,Kelsey CARD,6,7871,2
Torneo de Bahamas,lanzamiento de disco,Shadae LAWRENCE,4,7867,3
Torneo de Bahamas,lanzamiento de jabalina,Christin HUSSONG,2,9960,1
Torneo de Bahamas,lanzamiento de jabalina,Marcin KRUKOWSKI,1,9957,2
Torneo de Bahamas,lanzamiento de jabalina,Martina RATEJ,3,9944,3
Torneo de Bahamas,lanzamiento de martillo,Na LUO,1,8990,1
