nombre_torneo,nombre_especialidad,nombre_deportista,marca,intento
Torneo de Iraq,carrera 3000 m con vallas,Albert CHEMUTAI,483546,1
Torneo de Iraq,carrera 3000 m con vallas,Matthew HUGHES,485066,1
Torneo de Iraq,carrera 3000 m con vallas,Colleen QUIGLEY,486269,1
Torneo de Zimbabwe,carrera 42000 m,Lonah Chemtai SALPETER,7310801,1
Torneo de Zimbabwe,carrera 42000 m,Birhanu LEGESE,7320640,1
Torneo de Zimbabwe,carrera 42000 m,Titus EKIRU,7352253,1
Torneo de Egypt,carrera 3000 m con vallas,Zita KÁCSER,481390,1
Torneo de Egypt,carrera 3000 m con vallas,Fernando CARRO,483932,1
Torneo de Egypt,carrera 3000 m con vallas,Stanley Kipkoech KEBENEI,484465,1
Torneo de South Africa,carrera 200 m,Christian COLEMAN,19505,1
Torneo de South Africa,carrera 200 m,Kayla WHITE,19538,1
Torneo de South Africa,carrera 200 m,Joseph Paul AMOAH,19594,1
Torneo de United States,carrera 21000 m,Roza DEREJE,3489407,1
Torneo de United States,carrera 21000 m,Seifu TURA,3501233,1
Torneo de United States,carrera 21000 m,Vivian J. CHERUIYOT,3511483,1
Torneo de Austria,carrera 110 m con vallas,Anna COCKRELL,12131,1
Torneo de Austria,carrera 110 m con vallas,Nia ALI,12160,1
Torneo de Austria,carrera 110 m con vallas,Andrea Carolina VARGAS,12174,1
Torneo de Bangladesh,carrera 400 m,Shakima WIMBLEY,43524,1
Torneo de Bangladesh,carrera 400 m,Dalilah MUHAMMAD,43887,1
Torneo de Bangladesh,carrera 400 m,Galefele MOROKO,44120,1
Torneo de Burkina Faso,carrera 100 m,Andre DE GRASSE,9775,1
Torneo de Burkina Faso,carrera 100 m,Arthur CISSÉ,9791,1
Torneo de Burkina Faso,carrera 100 m,Mujinga KAMBUNDJI,9813,1
Torneo de Taiwan,carrera 400 m con vallas,Anna RYZHYKOVA,46119,1
Torneo de Taiwan,carrera 400 m con vallas,Quincy HALL,46142,1
Torneo de Taiwan,carrera 400 m con vallas,Kemar MOWATT,46190,1
Torneo de Luxembourg,carrera 21000 m,Evaline CHIRCHIR,3481005,1
Torneo de Luxembourg,carrera 21000 m,Julien WANDERS,3495007,1
Torneo de Luxembourg,carrera 21000 m,Solomon BERIHU,3518148,1
Torneo de Saint Lucia,carrera 400 m,Galefele MOROKO,43494,1
Torneo de Saint Lucia,carrera 400 m,Chloe ABBOTT,43540,1
Torneo de Saint Lucia,carrera 400 m,Machel CEDENIO,43884,1
Torneo de Bulgaria,carrera 3000 m con vallas,Fernando CARRO,482438,1
Torneo de Bulgaria,carrera 3000 m con vallas,Albert CHEMUTAI,483802,1
Torneo de Bulgaria,carrera 3000 m con vallas,Courtney FRERICHS,484828,1
Torneo de Central African Republic,carrera 10000 m,Netsanet GUDETA,1613240,1
Torneo de Central African Republic,carrera 10000 m,Tsehay GEMECHU,1617584,1
Torneo de Central African Republic,carrera 10000 m,Tamirat TOLA,1622857,1
Torneo de Canada,carrera 21000 m,Dibabe KUMA,3493230,1
Torneo de Canada,carrera 21000 m,Birhane DIBABA,3494338,1
Torneo de Canada,carrera 21000 m,Bedan KAROKI,3502122,1
Torneo de Nigeria,carrera 5000 m,Lopez LOMONG,772331,1
Torneo de Nigeria,carrera 5000 m,Matthew CENTROWITZ,773360,1
Torneo de Nigeria,carrera 5000 m,Edward Zakayo PINGUA,775280,1
Torneo de Monaco,carrera 10000 m,Susan KRUMINS,1609056,1
Torneo de Monaco,carrera 10000 m,Hagos GEBRHIWET,1610947,1
Torneo de Monaco,carrera 10000 m,Sifan HASSAN,1617522,1
Torneo de Guinea,carrera 400 m,Kenneth BEDNAREK,43585,1
Torneo de Guinea,carrera 400 m,Shaunae MILLER-UIBO,43736,1
Torneo de Guinea,carrera 400 m,Abderrahman SAMBA,43766,1
Torneo de Montenegro,carrera 800 m,Nijel AMOS,102045,1
Torneo de Montenegro,carrera 800 m,Jonathan KITILIT,102357,1
Torneo de Montenegro,carrera 800 m,Clayton MURPHY,102377,1
Torneo de Afghanistan,carrera 110 m con vallas,Sergey SHUBENKOV,12122,1
Torneo de Afghanistan,carrera 110 m con vallas,Chanel BRISSETT,12169,1
Torneo de Afghanistan,carrera 110 m con vallas,Kendell WILLIAMS,12180,1
Torneo de Ukraine,carrera 42000 m,Kaan Kigen ÖZBILEN,7326638,1
Torneo de Ukraine,carrera 42000 m,Mosinet GEREMEW,7449568,1
Torneo de Ukraine,carrera 42000 m,Getaneh MOLLA,7455090,1
Torneo de Kuwait,carrera 400 m con vallas,Norman GRIMES,46403,1
Torneo de Kuwait,carrera 400 m con vallas,Tia-Adana BELLE,46441,1
Torneo de Kuwait,carrera 400 m con vallas,Patryk DOBEK,46512,1
Torneo de Kazakhstan,carrera 10000 m,Hagos GEBRHIWET,1608984,1
Torneo de Kazakhstan,carrera 10000 m,Emily SISSON,1610874,1
Torneo de Kazakhstan,carrera 10000 m,Netsanet GUDETA,1616547,1
Torneo de Venezuela,carrera 10000 m,Hagos GEBRHIWET,1609008,1
Torneo de Venezuela,carrera 10000 m,Sifan HASSAN,1611414,1
Torneo de Venezuela,carrera 10000 m,Tamirat TOLA,1611777,1
Torneo de South Africa,carrera 400 m con vallas,David KENDZIERA,46169,1
Torneo de South Africa,carrera 400 m con vallas,Ayomide FOLORUNSO,46199,1
Torneo de South Africa,carrera 400 m con vallas,Zuzana HEJNOVÁ,46688,1
Torneo de Azerbaijan,carrera 42000 m,Roza DEREJE,7304491,1
Torneo de Azerbaijan,carrera 42000 m,Ruti AGA,7346601,1
Torneo de Azerbaijan,carrera 42000 m,Getaneh MOLLA,7422835,1
Torneo de Mexico,carrera 10000 m,Andamlak BELIHU,1608408,1
Torneo de Mexico,carrera 10000 m,Mogos TUEMAY,1611081,1
Torneo de Mexico,carrera 10000 m,Selemon BAREGA,1612280,1
Torneo de Croatia,carrera 10000 m,Molly HUDDLE,1609074,1
Torneo de Croatia,carrera 10000 m,Senbere TEFERI,1623412,1
Torneo de Croatia,carrera 10000 m,Hellen OBIRI,1623516,1
Torneo de Brazil,carrera 21000 m,Ruth CHEPNGETICH,3483542,1
Torneo de Brazil,carrera 21000 m,Vivian J. CHERUIYOT,3490996,1
Torneo de Brazil,carrera 21000 m,Bedan KAROKI,3505952,1
Torneo de Uzbekistan,carrera 110 m con vallas,Danielle WILLIAMS,12106,1
Torneo de Uzbekistan,carrera 110 m con vallas,Brianna MCNEAL,12125,1
Torneo de Uzbekistan,carrera 110 m con vallas,Orlando BENNETT,12151,1
Torneo de Taiwan,carrera 800 m,Michael SARUNI,102107,1
Torneo de Taiwan,carrera 800 m,Emily Cherotich TUEI,102518,1
Torneo de Taiwan,carrera 800 m,Jackline WAMBUI,102614,1
Torneo de Malta,carrera 110 m con vallas,Sally PEARSON,12152,1
Torneo de Malta,carrera 110 m con vallas,Tobi AMUSAN,12195,1
Torneo de Malta,carrera 110 m con vallas,Payton CHADWICK,12223,1
Torneo de Kenya,carrera 10000 m,Yemaneberhan CRIPPA,1610047,1
Torneo de Kenya,carrera 10000 m,Senbere TEFERI,1617737,1
Torneo de Kenya,carrera 10000 m,Abadi HADIS,1623241,1
Torneo de Mozambique,carrera 100 m,Kiara PARKER,9765,1
Torneo de Mozambique,carrera 100 m,Cravon GILLESPIE,9773,1
Torneo de Mozambique,carrera 100 m,Aaron BROWN,9781,1
Torneo de Germany,carrera 21000 m,Netsanet GUDETA,3493421,1
Torneo de Germany,carrera 21000 m,Caroline Chepkoech KIPKIRUI,3506562,1
Torneo de Germany,carrera 21000 m,Fikadu HAFTU,3510081,1
Torneo de Tuvalu,carrera 800 m,Brandon MCBRIDE,102515,1
Torneo de Tuvalu,carrera 800 m,Raevyn ROGERS,102550,1
Torneo de Tuvalu,carrera 800 m,Alfred KIPKETER,102601,1
Torneo de Canada,carrera 5000 m,Birhanu BALEW,775702,1
Torneo de Canada,carrera 5000 m,Joshua CHEPTEGEI,777391,1
Torneo de Canada,carrera 5000 m,Solomon BERIHU,778988,1
Torneo de Trinidad and Tobago,carrera 1500 m,Stewart MCSWEYN,208898,1
Torneo de Trinidad and Tobago,carrera 1500 m,Dawit SEYAUM,208983,1
Torneo de Trinidad and Tobago,carrera 1500 m,Rabii DOUKKANA,209122,1
Torneo de Mauritania,carrera 200 m,Ivet LALOVA-COLLIO,19537,1
Torneo de Mauritania,carrera 200 m,Blessing OKAGBARE,19597,1
Torneo de Mauritania,carrera 200 m,Beth DOBBIN,19606,1
Torneo de Turkey,carrera 10000 m,Senbere TEFERI,1611462,1
Torneo de Turkey,carrera 10000 m,Girmawit GEBRZIHAIR,1615289,1
Torneo de Turkey,carrera 10000 m,Lopez LOMONG,1630403,1
Torneo de Cyprus,carrera 800 m,Abubaker Haydar ABDALLA,101899,1
Torneo de Cyprus,carrera 800 m,Natoya GOULE,101942,1
Torneo de Cyprus,carrera 800 m,Halimah NAKAAYI,102087,1
Torneo de Saint Vincent and the Grenadines,carrera 42000 m,Birhanu LEGESE,7362421,1
Torneo de Saint Vincent and the Grenadines,carrera 42000 m,Sisay LEMMA,7386963,1
Torneo de Saint Vincent and the Grenadines,carrera 42000 m,Ruth CHEPNGETICH,7392688,1
Torneo de Romania,carrera 42000 m,Shura KITATA,7439520,1
Torneo de Romania,carrera 42000 m,Roza DEREJE,7456016,1
Torneo de Romania,carrera 42000 m,Ruti AGA,7469299,1
Torneo de Norway,carrera 5000 m,Joshua CHEPTEGEI,776412,1
Torneo de Norway,carrera 5000 m,Lilian Kasait RENGERUK,777315,1
Torneo de Norway,carrera 5000 m,Eilish MCCOLGAN,777635,1
Torneo de North Korea,carrera 1500 m,Jakob INGEBRIGTSEN,209441,1
Torneo de North Korea,carrera 1500 m,Laura WEIGHTMAN,209453,1
Torneo de North Korea,carrera 1500 m,Winny CHEBET,209708,1
Torneo de Estonia,carrera 200 m,Steven GARDINER,19540,1
Torneo de Estonia,carrera 200 m,Michael NORMAN,19562,1
Torneo de Estonia,carrera 200 m,Aaron BROWN,19588,1
Torneo de Pakistan,carrera 200 m,Bernardo BALOYES,19569,1
Torneo de Pakistan,carrera 200 m,Joseph Paul AMOAH,19631,1
Torneo de Pakistan,carrera 200 m,Steven GARDINER,19682,1
Torneo de Vietnam,carrera 1500 m,Rabii DOUKKANA,208801,1
Torneo de Vietnam,carrera 1500 m,Jake WIGHTMAN,209129,1
Torneo de Vietnam,carrera 1500 m,Shelby HOULIHAN,210256,1
Torneo de United Arab Emirates,carrera 10000 m,Yasemin CAN,1613653,1
Torneo de United Arab Emirates,carrera 10000 m,Vincent Kiprotich KIBET,1617003,1
Torneo de United Arab Emirates,carrera 10000 m,Emily SISSON,1617927,1
Torneo de United Arab Emirates,carrera 21000 m,Alemu MEGERTU,3495982,1
Torneo de United Arab Emirates,carrera 21000 m,Sifan HASSAN,3526620,1
Torneo de United Arab Emirates,carrera 21000 m,Caroline Chepkoech KIPKIRUI,3543022,1
Torneo de Ukraine,carrera 800 m,Olha LYAKHOVA,102010,1
Torneo de Ukraine,carrera 800 m,Habitam ALEMU,102238,1
Torneo de Ukraine,carrera 800 m,Cornelius TUWEI,102269,1
Torneo de Congo Democratic Republic of the,carrera 3000 m con vallas,Gesa Felicitas KRAUSE,485460,1
Torneo de Congo Democratic Republic of the,carrera 3000 m con vallas,Stanley Kipkoech KEBENEI,486232,1
Torneo de Congo Democratic Republic of the,carrera 3000 m con vallas,Mekides ABEBE,486445,1
Torneo de Pakistan,carrera 10000 m,Julien WANDERS,1608920,1
Torneo de Pakistan,carrera 10000 m,Tsehay GEMECHU,1610074,1
Torneo de Pakistan,carrera 10000 m,Tsigie GEBRESELAMA,1611021,1
Torneo de Guatemala,carrera 400 m,Wilbert LONDON,43500,1
Torneo de Guatemala,carrera 400 m,Rai BENJAMIN,43547,1
Torneo de Guatemala,carrera 400 m,Christine BOTLOGETSWE,43553,1
Torneo de Benin,carrera 42000 m,Ababel YESHANEH,7305820,1
Torneo de Benin,carrera 42000 m,Valary JEMELI,7315425,1
Torneo de Benin,carrera 42000 m,Degitu AZIMERAW,7332102,1
Torneo de Ukraine,carrera 200 m,Aaron BROWN,19558,1
Torneo de Ukraine,carrera 200 m,Dina ASHER-SMITH,19572,1
Torneo de Ukraine,carrera 200 m,Blessing OKAGBARE,19601,1
Torneo de France,carrera 400 m,Phyllis FRANCIS,43514,1
Torneo de France,carrera 400 m,Anthony José ZAMBRANO,43637,1
Torneo de France,carrera 400 m,Kahmari MONTGOMERY,43701,1
Torneo de Palau,carrera 1500 m,Sifan HASSAN,209196,1
Torneo de Palau,carrera 1500 m,Samuel TEFERA,209553,1
Torneo de Palau,carrera 1500 m,Ayanleh SOULEIMAN,210112,1
Torneo de Togo,carrera 42000 m,Mule WASIHUN,7308924,1
Torneo de Togo,carrera 42000 m,Lonah Chemtai SALPETER,7335991,1
Torneo de Togo,carrera 42000 m,Eliud KIPCHOGE,7354166,1
Torneo de Myanmar,carrera 100 m,Aleia HOBBS,9789,1
Torneo de Myanmar,carrera 100 m,Cravon GILLESPIE,9807,1
Torneo de Myanmar,carrera 100 m,Murielle AHOURÉ,9819,1
Torneo de Uzbekistan,carrera 200 m,Adam GEMILI,19532,1
Torneo de Uzbekistan,carrera 200 m,Amy HUNT,19583,1
Torneo de Uzbekistan,carrera 200 m,Kenneth BEDNAREK,19593,1
Torneo de Zimbabwe,carrera 200 m,Steven GARDINER,19515,1
Torneo de Zimbabwe,carrera 200 m,Zhenye XIE,19621,1
Torneo de Zimbabwe,carrera 200 m,Janeek BROWN,19638,1
Torneo de Colombia,carrera 42000 m,Azmera GEBRU,7316480,1
Torneo de Colombia,carrera 42000 m,Worknesh DEGEFA,7335417,1
Torneo de Colombia,carrera 42000 m,Kaan Kigen ÖZBILEN,7360728,1
Torneo de Tonga,carrera 21000 m,Seifu TURA,3494813,1
Torneo de Tonga,carrera 21000 m,Vivian J. CHERUIYOT,3497036,1
Torneo de Tonga,carrera 21000 m,Alemu MEGERTU,3498667,1
Torneo de Hungary,carrera 800 m,Raevyn ROGERS,101905,1
Torneo de Hungary,carrera 800 m,Catriona BISSET,101954,1
Torneo de Hungary,carrera 800 m,Timothy CHERUIYOT,101989,1
Torneo de Cameroon,carrera 400 m con vallas,Lauren WELLS,46230,1
Torneo de Cameroon,carrera 400 m con vallas,Karsten WARHOLM,46397,1
Torneo de Cameroon,carrera 400 m con vallas,Anna RYZHYKOVA,46403,1
Torneo de Malta,carrera 10000 m,Gete ALEMAYEHU,1611633,1
Torneo de Malta,carrera 10000 m,Andamlak BELIHU,1619323,1
Torneo de Malta,carrera 10000 m,Julien WANDERS,1621636,1
Torneo de Libya,carrera 400 m con vallas,Zuzana HEJNOVÁ,46221,1
Torneo de Libya,carrera 400 m con vallas,Lindsay HANEKOM,46303,1
Torneo de Libya,carrera 400 m con vallas,Quincy HALL,46558,1
Torneo de Italy,carrera 100 m,Jonielle SMITH,9774,1
Torneo de Italy,carrera 100 m,Christian COLEMAN,9784,1
Torneo de Italy,carrera 100 m,Noah LYLES,9818,1
Torneo de France,carrera 800 m,Natalya PRYSHCHEPA,102335,1
Torneo de France,carrera 800 m,Wyclife KINYAMAL,102747,1
Torneo de France,carrera 800 m,Abubaker Haydar ABDALLA,103181,1
Torneo de New Zealand,carrera 3000 m con vallas,Andrew BAYER,481036,1
Torneo de New Zealand,carrera 3000 m con vallas,Hyvin KIYENG,482997,1
Torneo de New Zealand,carrera 3000 m con vallas,Abraham KIBIWOT,483586,1
Torneo de Spain,carrera 400 m con vallas,Abdelmalik LAHOULOU,46182,1
Torneo de Spain,carrera 400 m con vallas,TJ HOLMES,46678,1
Torneo de Spain,carrera 400 m con vallas,Dharun AYYASAMY,46844,1
Torneo de United Kingdom,carrera 800 m,Nelly JEPKOSGEI,101925,1
Torneo de United Kingdom,carrera 800 m,Michael SARUNI,102270,1
Torneo de United Kingdom,carrera 800 m,Emmanuel Kipkurui KORIR,102414,1
Torneo de China,carrera 100 m,Yuki KOIKE,9767,1
Torneo de China,carrera 100 m,Andre DE GRASSE,9831,1
Torneo de China,carrera 100 m,Michael RODGERS,9893,1
Torneo de El Salvador,carrera 400 m,Dalilah MUHAMMAD,43558,1
Torneo de El Salvador,carrera 400 m,Salwa Eid NASER,43594,1
Torneo de El Salvador,carrera 400 m,Galefele MOROKO,43672,1
Torneo de Qatar,carrera 3000 m con vallas,Hyvin KIYENG,481685,1
Torneo de Qatar,carrera 3000 m con vallas,Hillary BOR,481952,1
Torneo de Qatar,carrera 3000 m con vallas,Getnet WALE,483154,1
Torneo de China,carrera 42000 m,Titus EKIRU,7325560,1
Torneo de China,carrera 42000 m,Valary JEMELI,7328459,1
Torneo de China,carrera 42000 m,Mosinet GEREMEW,7329776,1
Torneo de Wales,carrera 200 m,Dafne SCHIPPERS,19558,1
Torneo de Wales,carrera 200 m,Clarence MUNYAI,19601,1
Torneo de Wales,carrera 200 m,Ivet LALOVA-COLLIO,19713,1
Torneo de Venezuela,carrera 1500 m,Matthew CENTROWITZ,208947,1
Torneo de Venezuela,carrera 1500 m,Eilish MCCOLGAN,209459,1
Torneo de Venezuela,carrera 1500 m,Jake WIGHTMAN,210255,1
Torneo de Azerbaijan,carrera 800 m,Caster SEMENYA,102127,1
Torneo de Azerbaijan,carrera 800 m,Wesley VÁZQUEZ,102363,1
Torneo de Azerbaijan,carrera 800 m,Kate GRACE,102870,1
Torneo de Indonesia,carrera 21000 m,Zeineba YIMER,3481062,1
Torneo de Indonesia,carrera 21000 m,Benard KIMELI,3485931,1
Torneo de Indonesia,carrera 21000 m,Seifu TURA,3493113,1
Torneo de French Guiana,carrera 800 m,Marcin LEWANDOWSKI,102143,1
Torneo de French Guiana,carrera 800 m,Kate GRACE,102173,1
Torneo de French Guiana,carrera 800 m,Michael SARUNI,102185,1
Torneo de Madagascar,carrera 400 m,Chrisann GORDON,43481,1
Torneo de Madagascar,carrera 400 m,Chloe ABBOTT,43495,1
Torneo de Madagascar,carrera 400 m,Fred KERLEY,43528,1
Torneo de Dominican Republic,carrera 21000 m,Jemal Yimer MEKONNEN,3491037,1
Torneo de Dominican Republic,carrera 21000 m,Dibabe KUMA,3505999,1
Torneo de Dominican Republic,carrera 21000 m,Felix KIBITOK,3510180,1
Torneo de Iraq,carrera 400 m con vallas,Rai BENJAMIN,46179,1
Torneo de Iraq,carrera 400 m con vallas,Tia-Adana BELLE,46313,1
Torneo de Iraq,carrera 400 m con vallas,Lindsay HANEKOM,46350,1
Torneo de Oman,carrera 400 m con vallas,Lindsay HANEKOM,46150,1
Torneo de Oman,carrera 400 m con vallas,TJ HOLMES,46263,1
Torneo de Oman,carrera 400 m con vallas,Ayomide FOLORUNSO,46445,1
Torneo de Laos,carrera 400 m,Wilbert LONDON,43456,1
Torneo de Laos,carrera 400 m,Kendall ELLIS,43471,1
Torneo de Laos,carrera 400 m,Christine BOTLOGETSWE,43588,1
Torneo de Mauritania,carrera 10000 m,Sifan HASSAN,1609467,1
Torneo de Mauritania,carrera 10000 m,Hagos GEBRHIWET,1611138,1
Torneo de Mauritania,carrera 10000 m,Tsigie GEBRESELAMA,1611473,1
Torneo de Finland,carrera 5000 m,Edward CHESEREK,773221,1
Torneo de Finland,carrera 5000 m,Fantu WORKU,774477,1
Torneo de Finland,carrera 5000 m,Margaret Chelimo KIPKEMBOI,775793,1
Torneo de Bulgaria,carrera 21000 m,Geoffrey KAMWOROR,3484230,1
Torneo de Bulgaria,carrera 21000 m,Leonard LANGAT,3485613,1
Torneo de Bulgaria,carrera 21000 m,Fikadu HAFTU,3494774,1
Torneo de Tonga,carrera 10000 m,Selemon BAREGA,1617639,1
Torneo de Tonga,carrera 10000 m,Girmawit GEBRZIHAIR,1621638,1
Torneo de Tonga,carrera 10000 m,Rodgers KWEMOI,1623286,1
Torneo de Angola,carrera 800 m,Ajee WILSON,101983,1
Torneo de Angola,carrera 800 m,Marco AROP,102023,1
Torneo de Angola,carrera 800 m,Hanna GREEN,102065,1
Torneo de San Marino,carrera 5000 m,Tsehay GEMECHU,772505,1
Torneo de San Marino,carrera 5000 m,Caroline Chepkoech KIPKIRUI,777682,1
Torneo de San Marino,carrera 5000 m,Selemon BAREGA,777908,1
Torneo de Benin,carrera 800 m,Marcin LEWANDOWSKI,102121,1
Torneo de Benin,carrera 800 m,Brandon MCBRIDE,102149,1
Torneo de Benin,carrera 800 m,Ajee WILSON,102370,1
Torneo de Ivory Coast,carrera 110 m con vallas,Danielle WILLIAMS,12150,1
Torneo de Ivory Coast,carrera 110 m con vallas,Antonio ALKANA,12160,1
Torneo de Ivory Coast,carrera 110 m con vallas,Brianna MCNEAL,12161,1
Torneo de Estonia,carrera 10000 m,Abdallah Kibet MANDE,1609642,1
Torneo de Estonia,carrera 10000 m,Letesenbet GIDEY,1611840,1
Torneo de Estonia,carrera 10000 m,Abadi HADIS,1612166,1
Torneo de Finland,carrera 3000 m con vallas,Karoline Bjerkeli GRØVDAL,481751,1
Torneo de Finland,carrera 3000 m con vallas,Stanley Kipkoech KEBENEI,484660,1
Torneo de Finland,carrera 3000 m con vallas,Benjamin KIGEN,484788,1
Torneo de United States,carrera 3000 m con vallas,Courtney FRERICHS,483839,1
Torneo de United States,carrera 3000 m con vallas,Lamecha GIRMA,484276,1
Torneo de United States,carrera 3000 m con vallas,Karoline Bjerkeli GRØVDAL,485093,1
Torneo de Zambia,carrera 21000 m,Zeineba YIMER,3481440,1
Torneo de Zambia,carrera 21000 m,Seifu TURA,3488372,1
Torneo de Zambia,carrera 21000 m,Vivian J. CHERUIYOT,3491535,1
Torneo de Liberia,carrera 110 m con vallas,Elvira HERMAN,12155,1
Torneo de Liberia,carrera 110 m con vallas,Orlando BENNETT,12252,1
Torneo de Liberia,carrera 110 m con vallas,Nia ALI,12256,1
Torneo de Germany,carrera 400 m,Sydney MCLAUGHLIN,43685,1
Torneo de Germany,carrera 400 m,Quincy HALL,43693,1
Torneo de Germany,carrera 400 m,Sharrika BARNETT,43836,1
Torneo de Mali,carrera 400 m con vallas,TJ HOLMES,46190,1
Torneo de Mali,carrera 400 m con vallas,Ludvy VAILLANT,46265,1
Torneo de Mali,carrera 400 m con vallas,Cassandra TATE,46285,1
Torneo de Yemen,carrera 21000 m,Tsehay GEMECHU,3494308,1
Torneo de Yemen,carrera 21000 m,Valary JEMELI,3518060,1
Torneo de Yemen,carrera 21000 m,Abadi HADIS,3520630,1
Torneo de Georgia,carrera 800 m,Francine NIYONSABA,101926,1
Torneo de Georgia,carrera 800 m,Hanna GREEN,101928,1
Torneo de Georgia,carrera 800 m,Cornelius TUWEI,102326,1
Torneo de Czechia,carrera 200 m,Marie-Josée TA LOU,19556,1
Torneo de Czechia,carrera 200 m,Brittany BROWN,19635,1
Torneo de Czechia,carrera 200 m,Mujinga KAMBUNDJI,19648,1
Torneo de Gabon,carrera 400 m,Shakima WIMBLEY,43458,1
Torneo de Gabon,carrera 400 m,Rai BENJAMIN,43487,1
Torneo de Gabon,carrera 400 m,Steven GARDINER,43864,1
Torneo de Nicaragua,carrera 10000 m,Hellen OBIRI,1611279,1
Torneo de Nicaragua,carrera 10000 m,Tsigie GEBRESELAMA,1619548,1
Torneo de Nicaragua,carrera 10000 m,Susan KRUMINS,1620259,1
Torneo de Kuwait,carrera 21000 m,Felix KIBITOK,3486204,1
Torneo de Kuwait,carrera 21000 m,Stephen KIPROP,3490071,1
Torneo de Kuwait,carrera 21000 m,Zeineba YIMER,3506433,1
Torneo de Dominican Republic,carrera 1500 m,Taoufik MAKHLOUFI,208784,1
Torneo de Dominican Republic,carrera 1500 m,Samuel TEFERA,209604,1
Torneo de Dominican Republic,carrera 1500 m,Josh KERR,209939,1
Torneo de Saint Kitts and Nevis,carrera 800 m,Cornelius TUWEI,102537,1
Torneo de Saint Kitts and Nevis,carrera 800 m,Marco AROP,102809,1
Torneo de Saint Kitts and Nevis,carrera 800 m,Kate GRACE,102901,1
Torneo de Switzerland,carrera 42000 m,Zeineba YIMER,7322777,1
Torneo de Switzerland,carrera 42000 m,Marius KIPSEREM,7325425,1
Torneo de Switzerland,carrera 42000 m,Birhane DIBABA,7329802,1
Torneo de Fiji,carrera 110 m con vallas,Queen CLAYE,12126,1
Torneo de Fiji,carrera 110 m con vallas,Brianna MCNEAL,12183,1
Torneo de Fiji,carrera 110 m con vallas,Elvira HERMAN,12207,1
Torneo de Ecuador,carrera 200 m,ShaCarri RICHARDSON,19523,1
Torneo de Ecuador,carrera 200 m,Salwa Eid NASER,19621,1
Torneo de Ecuador,carrera 200 m,Shelly-Ann FRASER-PRYCE,19629,1
Torneo de South Sudan,carrera 200 m,Mario BURKE,19500,1
Torneo de South Sudan,carrera 200 m,Anglerne ANNELUS,19537,1
Torneo de South Sudan,carrera 200 m,Joseph Paul AMOAH,19565,1
Torneo de Bhutan,carrera 10000 m,Lopez LOMONG,1608036,1
Torneo de Bhutan,carrera 10000 m,Molly HUDDLE,1608385,1
Torneo de Bhutan,carrera 10000 m,Senbere TEFERI,1616751,1
Torneo de Iceland,carrera 42000 m,Kaan Kigen ÖZBILEN,7321235,1
Torneo de Iceland,carrera 42000 m,Titus EKIRU,7323006,1
Torneo de Iceland,carrera 42000 m,Evans CHEBET,7348838,1
Torneo de Rwanda,carrera 110 m con vallas,Payton CHADWICK,12127,1
Torneo de Rwanda,carrera 110 m con vallas,Omar MCLEOD,12170,1
Torneo de Rwanda,carrera 110 m con vallas,Queen CLAYE,12201,1
Torneo de Iraq,carrera 42000 m,Titus EKIRU,7313641,1
Torneo de Iraq,carrera 42000 m,Birhane DIBABA,7389689,1
Torneo de Iraq,carrera 42000 m,Degitu AZIMERAW,7424366,1
Torneo de Iceland,carrera 10000 m,Lopez LOMONG,1615978,1
Torneo de Iceland,carrera 10000 m,Zeineba YIMER,1623386,1
Torneo de Iceland,carrera 10000 m,Senbere TEFERI,1624580,1
