nombre_deportista,nombre_especialidad,mejor_marca,intento,nombre_torneo
Katerina STEFANIDI,salto con pertiga,667,5,Torneo de Romania
Katerina STEFANIDI,salto con pertiga,606,8,Torneo de Slovenia
Emily GROVE,salto con pertiga,667,2,Torneo de Venezuela
Emily GROVE,salto con pertiga,606,8,Torneo de Seychelles
Vashti CUNNINGHAM,salto de altura,261,10,Torneo de Vanuatu
Vashti CUNNINGHAM,salto de altura,237,4,Torneo de Vatican City
Cyprian MRZYGŁÓD,lanzamiento de jabalina,9964,3,Torneo de Northern Ireland
Cyprian MRZYGŁÓD,lanzamiento de jabalina,9068,2,Torneo de France
Michael MASON,salto de altura,261,3,Torneo de Vietnam
Michael MASON,salto de altura,237,6,Torneo de South Sudan
Pedro Pablo PICHARDO,salto triple,1996,2,Torneo de Norway
Pedro Pablo PICHARDO,salto triple,1815,4,Torneo de Serbia
Hamish KERR,salto de altura,261,2,Torneo de Scotland
Hamish KERR,salto de altura,237,6,Torneo de Vietnam
Haruka KITAGUCHI,lanzamiento de jabalina,9966,6,Torneo de Bulgaria
Haruka KITAGUCHI,lanzamiento de jabalina,9072,1,Torneo de Lithuania
Denia CABALLERO,lanzamiento de disco,7900,5,Torneo de United States
Denia CABALLERO,lanzamiento de disco,7187,7,Torneo de Switzerland
Serghei MARGHIEV,lanzamiento de martillo,8991,4,Torneo de United States
Serghei MARGHIEV,lanzamiento de martillo,8175,6,Torneo de Mauritius
Will CLAYE,salto triple,1996,7,Torneo de San Marino
Will CLAYE,salto triple,1814,10,Torneo de Turkmenistan
Kim AMB,lanzamiento de jabalina,9968,3,Torneo de Palau
Kim AMB,lanzamiento de jabalina,9061,6,Torneo de Albania
Sofiya PALKINA,lanzamiento de martillo,8984,6,Torneo de Grenada
Sofiya PALKINA,lanzamiento de martillo,8175,8,Torneo de El Salvador
Raphael HOLZDEPPE,salto con pertiga,667,2,Torneo de Venezuela
Raphael HOLZDEPPE,salto con pertiga,606,4,Torneo de Saint Vincent and the Grenadines
Payton OTTERDAHL,lanzamiento de bala,2520,2,Torneo de Turkey
Payton OTTERDAHL,lanzamiento de bala,2291,9,Torneo de United States
Brittney REESE,salto largo,956,9,Torneo de Burundi
Brittney REESE,salto largo,869,5,Torneo de Namibia
Kurtis MARSCHALL,salto con pertiga,667,5,Torneo de Venezuela
Kurtis MARSCHALL,salto con pertiga,606,1,Torneo de Philippines
Fanny ROOS,lanzamiento de bala,2521,2,Torneo de Suriname
Fanny ROOS,lanzamiento de bala,2291,8,Torneo de Indonesia
Erika KINSEY,salto de altura,261,5,Torneo de Uganda
Erika KINSEY,salto de altura,237,4,Torneo de Wales
Réka GYURÁTZ,lanzamiento de martillo,8989,6,Torneo de Sri Lanka
Réka GYURÁTZ,lanzamiento de martillo,8175,1,Torneo de Panama
Simon PETTERSSON,lanzamiento de disco,7898,8,Torneo de Vietnam
Simon PETTERSSON,lanzamiento de disco,7192,3,Torneo de Tanzania
Aliona DUBITSKAYA,lanzamiento de bala,2513,4,Torneo de South Sudan
Aliona DUBITSKAYA,lanzamiento de bala,2291,3,Torneo de Vatican City
Javier CIENFUEGOS,lanzamiento de martillo,8991,8,Torneo de Colombia
Javier CIENFUEGOS,lanzamiento de martillo,8175,9,Torneo de Nepal
Angelica BENGTSSON,salto con pertiga,667,1,Torneo de Tonga
Angelica BENGTSSON,salto con pertiga,606,5,Torneo de Germany
Bence HALÁSZ,lanzamiento de martillo,8991,9,Torneo de Argentina
Bence HALÁSZ,lanzamiento de martillo,8174,10,Torneo de Bangladesh
Nadine MÜLLER,lanzamiento de disco,7903,6,Torneo de Albania
Nadine MÜLLER,lanzamiento de disco,7187,8,Torneo de Turkmenistan
Johannes VETTER,lanzamiento de jabalina,9967,8,Torneo de Maldives
Johannes VETTER,lanzamiento de jabalina,9063,9,Torneo de Portugal
Dmitriy SOROKIN,salto triple,1996,9,Torneo de Kenya
Dmitriy SOROKIN,salto triple,1815,4,Torneo de Togo
Danniel THOMAS-DODD,lanzamiento de bala,2521,10,Torneo de Sweden
Danniel THOMAS-DODD,lanzamiento de bala,2292,10,Torneo de Saint Vincent and the Grenadines
Gwen BERRY,lanzamiento de martillo,8979,10,Torneo de Senegal
Gwen BERRY,lanzamiento de martillo,8174,7,Torneo de Ireland
Traves SMIKLE,lanzamiento de disco,7899,8,Torneo de Nepal
Traves SMIKLE,lanzamiento de disco,7188,10,Torneo de Senegal
Konrad BUKOWIECKI,lanzamiento de bala,2521,7,Torneo de Uruguay
Konrad BUKOWIECKI,lanzamiento de bala,2292,6,Torneo de India
Alina ROTARU,salto largo,956,8,Torneo de Sierra Leone
Alina ROTARU,salto largo,870,8,Torneo de Vanuatu
Ella JUNNILA,salto de altura,261,1,Torneo de Saint Vincent and the Grenadines
Ella JUNNILA,salto de altura,237,4,Torneo de Pakistan
Alexsandro MELO,salto triple,1995,4,Torneo de South Korea
Alexsandro MELO,salto triple,1814,1,Torneo de Saint Lucia
Yu WANG,salto de altura,261,1,Torneo de Macedonia
Yu WANG,salto de altura,237,2,Torneo de Uzbekistan
Iryna GERASHCHENKO,salto de altura,261,6,Torneo de South Africa
Iryna GERASHCHENKO,salto de altura,237,7,Torneo de Saudi Arabia
Valentin LAVILLENIE,salto con pertiga,667,4,Torneo de Mauritania
Valentin LAVILLENIE,salto con pertiga,606,1,Torneo de Trinidad and Tobago
Dani STEVENS,lanzamiento de disco,7905,10,Torneo de Zimbabwe
Dani STEVENS,lanzamiento de disco,7188,5,Torneo de Malta
